ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
745,Vermont,8/15/2020,1509,58,1332,119,241.8311861,110297,,3.843605036,17676.11288,
746,Virginia,8/15/2020,105750,2381,13694,89675,1238.940479,1337240,14965,2.251536643,15666.76848,14.15130024
747,Washington,8/15/2020,66885,1766,,65119,878.3445808,1016246,6206,2.640352844,13345.50597,9.278612544
748,West Virginia,8/15/2020,8462,160,6298,2004,472.1710886,350244,,1.890805956,19543.26291,
749,Wisconsin,8/15/2020,65056,1038,55172,8846,1117.333404,1124666,5275,1.595548451,19316.07984,8.108398918
750,Wyoming,8/15/2020,3227,30,2659,538,557.5723228,60036,191,0.929656027,10373.22962,5.91881004
751,Alabama,8/16/2020,108433,1898,41523,65012,2211.480905,846424,12607,1.750389642,17262.7384,11.62653436
752,Alaska,8/16/2020,4259,28,1418,2813,582.192483,301515,,0.657431322,41216.19313,
753,Arizona,8/16/2020,193537,4506,27582,161449,2658.943877,1091974,20755,2.328236978,15002.2868,10.7240476
754,Arkansas,8/16/2020,52665,599,45572,6494,1745.143157,622050,3570,1.137377765,20612.67067,6.778695528
755,California,8/16/2020,623873,11243,,612630,1578.936725,9798135,,1.8021296,24797.73158,
756,Colorado,8/16/2020,53157,1896,5660,45601,923.0671453,859734,6727,3.566792708,14929.21363,12.65496548
757,Connecticut,8/16/2020,50897,4453,8809,37635,1427.570908,937690,11015,8.749042183,26300.54747,21.64174706
758,Delaware,8/16/2020,16451,593,8671,7187,1689.423721,210385,,3.604644095,21605.33764,
759,Florida,8/16/2020,573416,9452,,563964,2669.815726,4232628,34341,1.64836698,19707.04828,5.988845794
760,Georgia,8/16/2020,237030,4702,,232328,2232.462623,2005273,22087,1.983715142,18886.62626,9.31822976
761,Hawaii,8/16/2020,5042,40,1808,3194,356.1056367,159299,279,0.793335978,11250.94641,5.533518445
762,Idaho,8/16/2020,27656,269,10616,16771,1547.565422,223222,1103,0.97266416,12490.98382,3.98828464
763,Illinois,8/16/2020,207412,7955,,199457,1636.797111,3368183,,3.835361503,26580.10242,
764,Indiana,8/16/2020,80415,3133,59801,17481,1194.479859,906851,9935,3.896039296,13470.31343,12.3546602
765,Iowa,8/16/2020,52447,975,40525,10947,1662.308602,551193,,1.859019582,17470.07198,
766,Kansas,8/16/2020,33885,406,1399,32080,1163.108405,343043,2020,1.198170282,11775.00949,5.961339826
767,Kentucky,8/16/2020,38930,810,9091,29029,871.3708456,712361,4193,2.080657591,15944.78826,10.77061392
768,Louisiana,8/16/2020,137918,4507,103512,29899,2966.747935,1658087,,3.267883815,35667.03536,
769,Maine,8/16/2020,4168,127,3624,417,310.0701377,210223,400,3.047024952,15639.12538,9.596928983
770,Maryland,8/16/2020,100212,3639,6004,90569,1657.580289,1142410,13614,3.631301641,18896.30281,13.58519938
771,Massachusetts,8/16/2020,123593,8838,100486,14269,1793.151196,1449968,12173,7.150890423,21036.88602,9.849263308
772,Michigan,8/16/2020,102259,6592,67778,27889,1023.935759,2321050,,6.446376358,23241.04571,
773,Minnesota,8/16/2020,65152,1752,58196,5204,1155.252683,994054,5851,2.689096267,17626.221,8.980537819
774,Mississippi,8/16/2020,72136,2084,49836,20216,2423.803378,520146,4916,2.888987468,17477.14916,6.814905179
775,Missouri,8/16/2020,68196,1383,,66813,1111.149491,845618,,2.027978181,13778.05165,
776,Montana,8/16/2020,5750,82,4145,1523,537.997601,201924,326,1.426086957,18892.97871,5.669565217
777,Nebraska,8/16/2020,30372,361,22251,7760,1570.092762,320876,1883,1.188594758,16587.81395,6.19978928
778,Nevada,8/16/2020,61305,1072,1423,58810,1990.321269,547463,,1.74863388,17773.87249,
779,New Hampshire,8/16/2020,6988,423,6287,278,513.9327401,184929,708,6.053234116,13600.61072,10.13165426
780,New Jersey,8/16/2020,187455,15912,33320,138223,2110.459245,2490186,22206,8.488437225,28035.72092,11.84604305
781,New Mexico,8/16/2020,23408,714,10391,12303,1116.352359,665291,2957,3.050239234,31728.43374,12.63243336
782,New York,8/16/2020,425508,32840,74154,318514,2187.301338,7068196,89995,7.717833742,36333.68718,21.15001363
783,North Carolina,8/16/2020,144952,2347,116969,25636,1382.063683,1924646,,1.619156686,18350.78743,
784,North Dakota,8/16/2020,8587,125,7249,1213,1126.811204,179800,459,1.455688832,23593.88081,5.345289391
785,Ohio,8/16/2020,108287,3826,86926,17535,926.3929644,1829645,12236,3.533203432,15652.57377,11.29960198
786,Oklahoma,8/16/2020,48342,661,40224,7457,1221.692047,754961,4013,1.367341029,19079.26543,8.301270117
787,Oregon,8/16/2020,23262,388,4355,18519,551.5279876,488797,1863,1.667956324,11589.08201,8.008769667
788,Pennsylvania,8/16/2020,129070,7453,98323,23294,1008.20271,1456863,,5.774385992,11379.97385,
789,Rhode Island,8/16/2020,20335,1021,1953,17361,1919.553391,229865,2350,5.020899926,21698.45784,11.5564298
790,South Carolina,8/16/2020,106497,2269,42730,61498,2068.419415,867601,6852,2.130576448,16850.82916,6.433984056
791,South Dakota,8/16/2020,10274,153,8939,1182,1161.351436,128774,916,1.489196029,14556.34318,8.915709558
792,Tennessee,8/16/2020,133708,1366,92655,39687,1957.894176,1857340,5847,1.021629222,27197.1398,4.372961977
793,Texas,8/16/2020,555394,10396,399572,145426,1915.42378,4439041,,1.871824327,15309.21237,
794,Utah,8/16/2020,46652,363,37701,8588,1455.165663,598527,2771,0.778101689,18669.20902,5.939723913
795,Vermont,8/16/2020,1515,58,1337,120,242.7927415,111335,,3.828382838,17842.46197,
796,Virginia,8/16/2020,106687,2381,13783,90523,1249.918136,1353848,14967,2.23176207,15861.34364,14.02888824
797,Washington,8/16/2020,67461,1781,,65680,885.9087055,1016992,6230,2.640043877,13355.30256,9.234965387
798,West Virginia,8/16/2020,8567,160,6429,1978,478.029983,355339,,1.86763161,19827.55879,
799,Wisconsin,8/16/2020,65741,1039,55982,8720,1129.098243,1130779,5304,1.580444471,19421.07029,8.06802452
800,Wyoming,8/16/2020,3286,30,2668,588,567.7665488,60095,191,0.91296409,10383.42384,5.81253804
801,Alabama,8/17/2020,109004,1925,41523,65556,2223.126396,852923,12958,1.765990239,17395.2849,11.88763715
802,Alaska,8/17/2020,4309,28,1432,2849,589.0273326,305648,,0.649802738,41781.16179,
803,Arizona,8/17/2020,194005,4506,27800,161699,2665.373582,1098388,20756,2.322620551,15090.40673,10.69869333
804,Arkansas,8/17/2020,53077,603,46133,6341,1758.795468,622462,3621,1.13608531,20626.32298,6.822164026
805,California,8/17/2020,629415,11296,,618119,1592.962765,9933780,,1.794682364,25141.03041,
806,Colorado,8/17/2020,53351,1896,5695,45760,926.4359401,873051,6735,3.553822796,15160.4623,12.62394332
807,Connecticut,8/17/2020,51267,4456,8809,38002,1437.948754,981968,11015,8.691751029,27542.46713,21.48555601
808,Delaware,8/17/2020,16536,593,8713,7230,1698.152735,212638,,3.586115143,21836.70787,
809,Florida,8/17/2020,576094,9539,,566555,2682.284451,4252876,34607,1.655806171,19801.32264,6.007179384
810,Georgia,8/17/2020,238861,4727,,234134,2249.707862,2027417,22133,1.97897522,19095.18911,9.266058503
811,Hawaii,8/17/2020,5215,40,1841,3334,368.3242553,161948,283,0.767018217,11438.0396,5.426653883
812,Idaho,8/17/2020,27937,273,10883,16781,1563.289528,224487,1110,0.977198697,12561.77028,3.973225472
813,Illinois,8/17/2020,209185,7967,,201218,1650.788786,3406429,,3.808590482,26881.92171,
814,Indiana,8/17/2020,81006,3135,60677,17194,1203.258539,914633,9973,3.870083698,13585.90682,12.31143372
815,Iowa,8/17/2020,52829,987,40788,11054,1674.416099,553984,,1.868292037,17558.53277,
816,Kansas,8/17/2020,34614,406,1409,32799,1188.131454,354262,2034,1.172935806,12160.10358,5.876235049
817,Kentucky,8/17/2020,39691,818,9158,29715,888.4043214,716816,4215,2.060920612,16044.5046,10.61953591
818,Louisiana,8/17/2020,138485,4526,103512,30447,2978.944647,1674289,,3.268223995,36015.55586,
819,Maine,8/17/2020,4197,127,3638,432,312.2275355,212554,399,3.025970932,15812.53552,9.506790565
820,Maryland,8/17/2020,100715,3641,6008,91066,1665.900279,1157612,13658,3.615151666,19147.75509,13.56103857
821,Massachusetts,8/17/2020,123841,8842,100486,14513,1796.749309,1464914,12178,7.139800228,21253.73032,9.833576925
822,Michigan,8/17/2020,102749,6592,67778,28379,1028.842207,2340207,,6.415634215,23432.86782,
823,Minnesota,8/17/2020,65716,1758,58859,5099,1165.253336,1000023,5886,2.675147605,17732.06124,8.956722868
824,Mississippi,8/17/2020,72412,2095,56577,13740,2433.077107,524589,4989,2.893166878,17626.43604,6.889742032
825,Missouri,8/17/2020,69225,1415,,67810,1127.915472,858617,,2.044059227,13989.85047,
826,Montana,8/17/2020,5792,82,4162,1548,541.9273226,204725,330,1.415745856,19155.05372,5.697513812
827,Nebraska,8/17/2020,30563,362,22483,7718,1579.966584,322991,1883,1.1844387,16697.14972,6.1610444
828,Nevada,8/17/2020,61967,1077,1498,59392,2011.813687,551423,,1.73802185,17902.43741,
829,New Hampshire,8/17/2020,7004,423,6302,279,515.1094608,185971,709,6.039406054,13677.24465,10.12278698
830,New Jersey,8/17/2020,187767,15916,33381,138470,2113.971892,2511070,22218,8.47646285,28270.84311,11.83275016
831,New Mexico,8/17/2020,23500,718,10481,12301,1120.739936,670573,2965,3.055319149,31980.33793,12.61702128
832,New York,8/17/2020,425916,32846,74207,318863,2189.39864,7125087,89995,7.711849285,36626.13236,21.12975328
833,North Carolina,8/17/2020,145516,2348,127749,15419,1387.441214,1935472,,1.613568267,18454.00933,
834,North Dakota,8/17/2020,8647,126,7343,1178,1134.684579,180419,461,1.45715277,23675.1078,5.331328785
835,Ohio,8/17/2020,109062,3832,87764,17466,933.0230728,1849016,12319,3.51359777,15818.29226,11.29540995
836,Oklahoma,8/17/2020,48711,665,40531,7515,1231.017362,755330,4021,1.36519472,19088.59074,8.254808975
837,Oregon,8/17/2020,23451,388,4419,18644,556.0090636,491217,1913,1.654513667,11646.45875,8.157434651
838,Pennsylvania,8/17/2020,129647,7453,98626,23568,1012.709822,1467319,,5.748686819,11461.64865,
839,Rhode Island,8/17/2020,20572,1023,1982,17567,1941.925368,431005,2380,4.972778534,40685.37543,11.56912308
840,South Carolina,8/17/2020,106953,2288,42730,61935,2077.275996,873547,6852,2.139257431,16966.31431,6.406552411
841,South Dakota,8/17/2020,10360,153,9013,1194,1171.072696,129293,921,1.476833977,14615.00985,8.88996139
842,Tennessee,8/17/2020,134744,1387,94812,38545,1973.064385,1871108,5881,1.029359378,27398.74544,4.36457282
843,Texas,8/17/2020,561110,10447,405817,144846,1935.136925,4476167,,1.861845271,15437.25124,
844,Utah,8/17/2020,46894,364,38132,8398,1462.714109,601795,2782,0.776218706,18771.14423,5.932528682
845,Vermont,8/17/2020,1527,58,1343,126,244.7158524,113223,,3.798297315,18145.0314,
846,Virginia,8/17/2020,107421,2385,13827,91209,1258.517496,1373442,15000,2.220236267,16090.90203,13.9637501
847,Washington,8/17/2020,67721,1785,,65936,889.3230673,1017568,6255,2.635814592,13362.86669,9.236425924
848,West Virginia,8/17/2020,8641,160,6531,1950,482.1591086,360839,,1.851637542,20134.45326,
849,Wisconsin,8/17/2020,66196,1039,56602,8555,1136.912844,1136755,5327,1.569581244,19523.70778,8.047314037
850,Wyoming,8/17/2020,3331,30,2699,602,575.5418058,60898,195,0.900630441,10522.16899,5.854097869
851,Alabama,8/18/2020,110361,1936,41523,66902,2250.802285,868259,12958,1.754242894,17708.06119,11.74146664
852,Alaska,8/18/2020,4371,29,1468,2874,597.502546,310009,,0.663463738,42377.29736,
853,Arizona,8/18/2020,194920,4529,28027,162364,2677.944478,1103997,20878,2.32351734,15167.46701,10.71106095
854,Arkansas,8/18/2020,53487,619,46970,5898,1772.381507,633062,3695,1.157290557,20977.57177,6.908220689
855,California,8/18/2020,638140,11504,,626636,1615.04454,10049039,,1.802739211,25432.73508,
856,Colorado,8/18/2020,53612,1899,5712,46001,930.9681847,881252,6739,3.542117436,15302.87202,12.56994703
857,Connecticut,8/18/2020,51255,4456,8809,37990,1437.612175,992731,11015,8.693785972,27844.35026,21.49058628
858,Delaware,8/18/2020,16593,593,8749,7251,1704.00631,213845,,3.573796179,21960.65987,
859,Florida,8/18/2020,579932,9758,,570174,2700.154118,4279040,35112,1.682611065,19923.14181,6.054502942
860,Georgia,8/18/2020,241677,4794,,236883,2276.230306,2060319,22429,1.98363932,19405.07598,9.280568693
861,Hawaii,8/18/2020,5349,41,1868,3440,377.7883877,164199,288,0.766498411,11597.02289,5.38418396
862,Idaho,8/18/2020,28321,282,11093,16946,1584.777274,226869,1129,0.995727552,12695.06146,3.986441157
863,Illinois,8/18/2020,210924,7994,,202930,1664.512149,3440604,,3.789990708,27151.61459,
864,Indiana,8/18/2020,81847,3165,61518,17164,1215.750706,928614,10037,3.8669713,13793.5798,12.2631251
865,Iowa,8/18/2020,53201,1002,41565,10634,1686.206645,557098,,1.883423244,17657.23106,
866,Kansas,8/18/2020,34874,411,1409,33054,1197.055999,354262,2034,1.178528417,12160.10358,5.832425303
867,Kentucky,8/18/2020,40299,830,9233,30236,902.0131957,726900,4252,2.059604457,16270.21494,10.5511303
868,Louisiana,8/18/2020,139125,4554,103512,31059,2992.711658,1689991,,3.273315364,36353.32088,
869,Maine,8/18/2020,4213,127,3649,437,313.417824,214326,401,3.014478994,15944.35997,9.518158082
870,Maryland,8/18/2020,101235,3650,6008,91577,1674.501462,1167305,13698,3.605472416,19308.08445,13.53089347
871,Massachusetts,8/18/2020,124063,8848,100486,14729,1799.9702,1476567,12192,7.131860426,21422.79807,9.82726518
872,Michigan,8/18/2020,103402,6608,67778,29016,1035.380801,2362525,,6.390592058,23656.34153,
873,Minnesota,8/18/2020,66092,1767,59568,4757,1171.920437,1003306,5932,2.673545966,17790.27426,8.975367669
874,Mississippi,8/18/2020,73207,2127,56577,14503,2459.78948,525384,5025,2.90545986,17653.14841,6.864097696
875,Missouri,8/18/2020,70055,1425,,68630,1141.439052,867481,,2.034116052,14134.27579,
876,Montana,8/18/2020,5846,84,4206,1556,546.9798218,205512,339,1.436879918,19228.68921,5.798836811
877,Nebraska,8/18/2020,30825,369,22647,7809,1543.262848,325487,1883,1.236056678,16826.18145,6.307573778
878,Nevada,8/18/2020,62639,1102,1518,60019,2033.630764,553928,,1.759287345,17983.76446,
879,New Hampshire,8/18/2020,7017,424,6333,260,516.0655463,186907,712,6.042468291,13746.08281,10.14678638
880,New Jersey,8/18/2020,188098,15925,33403,138770,2117.69845,2532745,22259,8.46633138,28514.87077,11.83372497
881,New Mexico,8/18/2020,23579,723,10602,12254,1124.50753,677150,2984,3.066287798,32294.00204,12.65532889
882,New York,8/18/2020,426571,32857,74258,319456,2192.765633,7191978,89995,7.702586439,36969.982,21.09730854
883,North Carolina,8/18/2020,146779,2396,127749,16634,1399.483452,1951120,,1.632386104,18603.20722,
884,North Dakota,8/18/2020,8782,128,7485,1169,1152.399674,180928,469,1.457526759,23741.90027,5.340469141
885,Ohio,8/18/2020,109910,3866,89068,16976,940.2776946,1868998,12436,3.517423346,15989.23784,11.31471204
886,Oklahoma,8/18/2020,49312,679,41370,7263,1246.205747,775000,4115,1.376946788,19585.68814,8.344824789
887,Oregon,8/18/2020,23676,397,4468,18811,561.3436779,496338,1929,1.676803514,11767.87457,8.14749113
888,Pennsylvania,8/18/2020,130247,7474,99207,23566,1017.396594,1479566,,5.738327946,11557.31348,
889,Rhode Island,8/18/2020,20692,1024,2004,17664,1953.252952,436191,2405,4.948772472,41174.91582,11.62284941
890,South Carolina,8/18/2020,107672,2343,54194,51135,2091.240648,878481,7146,2.176053199,17062.14406,6.636822944
891,South Dakota,8/18/2020,10441,154,9126,1161,1180.228766,130013,927,1.474954506,14696.39714,8.878459918
892,Tennessee,8/18/2020,135770,1424,96896,37450,1988.088164,1894372,5981,1.048832585,27739.40157,4.405244163
893,Texas,8/18/2020,568812,10678,415903,142231,1961.699319,4500645,,1.877245909,15521.67013,
894,Utah,8/18/2020,47157,369,38555,8233,1470.917585,606516,2804,0.782492525,18918.4013,5.946094959
895,Vermont,8/18/2020,1530,58,1347,125,245.1966301,114097,,3.790849673,18285.09797,
896,Virginia,8/18/2020,108282,2396,13910,91976,1268.604756,1390305,15163,2.212740806,16288.46471,14.00325077
897,Washington,8/18/2020,68263,1808,,66455,896.4406985,1017828,6296,2.648579758,13366.28105,9.223151634
898,West Virginia,8/18/2020,8738,162,6737,1839,487.571611,365725,,1.85397116,20407.08714,
899,Wisconsin,8/18/2020,66196,1039,57382,7775,1136.912844,1146821,5380,1.569581244,19696.59081,8.127379298
900,Wyoming,8/18/2020,3360,30,2759,571,580.552527,62441,193,0.892857143,10788.77391,5.744047619
901,Alabama,8/19/2020,111478,1944,41523,68011,2273.583395,885346,13080,1.743841834,18056.54896,11.73325679
902,Alaska,8/19/2020,4438,29,1501,2908,606.6612444,310849,,0.653447499,42492.12284,
903,Arizona,8/19/2020,195557,4634,28233,162690,2686.696021,1111239,21020,2.369641588,15266.96257,10.74878424
904,Arkansas,8/19/2020,54216,631,47666,5919,1796.538145,641280,3743,1.163863066,21249.88899,6.903866017
905,California,8/19/2020,647274,11690,,635584,1638.161437,10140683,,1.806035775,25664.67344,
906,Colorado,8/19/2020,53882,1900,5729,46253,935.6567136,887859,6781,3.526223971,15417.60206,12.58490776
907,Connecticut,8/19/2020,51314,4457,8809,38048,1439.267021,1002420,11015,8.685738785,28116.10959,21.46587676
908,Delaware,8/19/2020,16643,595,8780,7268,1709.141024,214869,,3.575076609,22065.81882,
909,Florida,8/19/2020,584047,9932,,574115,2719.313492,4306239,35620,1.700548072,20049.77992,6.098824238
910,Georgia,8/19/2020,243982,4849,,239133,2297.939905,2075697,22664,1.987441697,19549.91338,9.28920986
911,Hawaii,8/19/2020,5609,42,1977,3590,396.1516295,166113,303,0.748796577,11732.20461,5.402032448
912,Idaho,8/19/2020,28680,289,11397,16994,1604.866079,229123,1170,1.007670851,12821.19005,4.079497908
913,Illinois,8/19/2020,213220,8017,,205203,1682.631091,3490903,,3.759966232,27548.55044,
914,Indiana,8/19/2020,82336,3180,62483,16673,1223.014284,934033,10090,3.862223086,13874.07332,12.25466382
915,Iowa,8/19/2020,53523,1010,41837,10676,1696.412441,562322,,1.887039217,17822.80583,
916,Kansas,8/19/2020,35419,415,1472,33532,1215.763217,359840,2090,1.171687512,12351.56938,5.900787713
917,Kentucky,8/19/2020,40926,842,9331,30753,916.0473472,730820,4301,2.057371842,16357.95637,10.50921175
918,Louisiana,8/19/2020,139903,4609,118120,17174,3009.447181,1704974,,3.294425423,36675.61953,
919,Maine,8/19/2020,4235,127,3662,446,315.0544706,217242,403,2.998819362,16161.29003,9.515938607
920,Maryland,8/19/2020,101649,3661,6030,91958,1681.349327,1175768,13744,3.60160946,19448.0687,13.52103808
921,Massachusetts,8/19/2020,124415,8876,102205,13334,1805.077198,1496640,12213,7.134188,21714.02755,9.816340473
922,Michigan,8/19/2020,104091,6618,67778,29695,1042.279868,2395188,,6.357898377,23983.40138,
923,Minnesota,8/19/2020,66618,1784,60242,4592,1181.247287,1020926,5988,2.677954907,18102.70599,8.98856165
924,Mississippi,8/19/2020,74555,2163,56577,15815,2505.082911,526732,5063,2.901213869,17698.44185,6.790959694
925,Missouri,8/19/2020,71285,1434,,69851,1161.480021,874795,,2.011643403,14253.44623,
926,Montana,8/19/2020,5956,84,4357,1515,557.2719498,206533,348,1.410342512,19324.21887,5.842847549
927,Nebraska,8/19/2020,31040,371,22798,7871,1604.625291,328378,1835,1.195231959,16975.63286,5.911726804
928,Nevada,8/19/2020,63028,1134,1540,60354,2046.259995,556526,,1.799200355,18068.11084,
929,New Hampshire,8/19/2020,7036,427,6347,262,517.462902,188009,712,6.068789085,13827.12944,10.11938601
